library,exp,logN,q0,delta,depth,dnum,PCount,logP,maxDigitBits,level,path,rep,bits
openfhe,3,15,60,40,13,3,4,240,220,13,enc_dec,0,28.3194
openfhe,3,15,60,40,13,3,4,240,220,13,rot1,0,25.6766
openfhe,3,15,60,40,13,3,4,240,220,12,enc_dec,0,28.3228
openfhe,3,15,60,40,13,3,4,240,220,12,rot1,0,25.6858
openfhe,3,15,60,40,13,3,4,240,220,11,enc_dec,0,28.3081
openfhe,3,15,60,40,13,3,4,240,220,11,rot1,0,25.6870
openfhe,3,15,60,40,13,3,4,240,220,10,enc_dec,0,28.3163
openfhe,3,15,60,40,13,3,4,240,220,10,rot1,0,25.6896
openfhe,3,15,60,40,13,3,4,240,220,9,enc_dec,0,28.3101
openfhe,3,15,60,40,13,3,4,240,220,9,rot1,0,25.6832
openfhe,3,15,60,40,13,3,4,240,220,8,enc_dec,0,28.3132
openfhe,3,15,60,40,13,3,4,240,220,8,rot1,0,25.6581
openfhe,3,15,60,40,13,3,4,240,220,7,enc_dec,0,28.3266
openfhe,3,15,60,40,13,3,4,240,220,7,rot1,0,25.6725
openfhe,3,15,60,40,13,3,4,240,220,6,enc_dec,0,28.3113
openfhe,3,15,60,40,13,3,4,240,220,6,rot1,0,25.6812
openfhe,3,15,60,40,13,3,4,240,220,5,enc_dec,0,28.3346
openfhe,3,15,60,40,13,3,4,240,220,5,rot1,0,25.6905
openfhe,3,15,60,40,13,3,4,240,220,4,enc_dec,0,28.3331
openfhe,3,15,60,40,13,3,4,240,220,4,rot1,0,25.6899
openfhe,3,15,60,40,13,3,4,240,220,3,enc_dec,0,28.3164
openfhe,3,15,60,40,13,3,4,240,220,3,rot1,0,25.6830
openfhe,3,15,60,40,13,3,4,240,220,2,enc_dec,0,28.3277
openfhe,3,15,60,40,13,3,4,240,220,2,rot1,0,25.6993
openfhe,3,15,60,40,13,3,4,240,220,1,enc_dec,0,28.3190
openfhe,3,15,60,40,13,3,4,240,220,1,rot1,0,25.6805
openfhe,3,15,60,40,13,3,4,240,220,13,enc_dec,1,28.3163
openfhe,3,15,60,40,13,3,4,240,220,13,rot1,1,25.0719
openfhe,3,15,60,40,13,3,4,240,220,12,enc_dec,1,28.3225
openfhe,3,15,60,40,13,3,4,240,220,12,rot1,1,25.0659
openfhe,3,15,60,40,13,3,4,240,220,11,enc_dec,1,28.3110
openfhe,3,15,60,40,13,3,4,240,220,11,rot1,1,25.0607
openfhe,3,15,60,40,13,3,4,240,220,10,enc_dec,1,28.3197
